x,y
1.9179,18.8805
1.9176,18.6347
1.9173,18.3890
1.9171,18.0787
1.9168,17.7685
1.9165,17.6195
1.9162,17.4704
1.9160,17.3973
1.9157,17.4760
1.9154,17.6817
1.9151,17.8874
1.9149,18.1586
1.9146,18.4298
1.9143,18.5493
1.9140,18.6687
1.9138,18.7150
1.9135,18.7613
1.9132,18.7621
1.9129,18.7629
1.9127,18.8719
1.9124,18.9808
1.9121,18.9987
1.9118,19.0166
1.9116,18.9235
1.9113,18.8304
1.9110,18.7828
1.9107,18.7352
1.9105,18.8015
1.9102,18.8677
1.9099,18.8884
1.9096,18.9091
1.9094,18.7540
1.9091,18.5989
1.9088,18.2919
1.9085,17.9850
1.9083,17.6203
1.9080,17.2555
1.9077,16.7389
1.9074,16.2224
1.9072,15.7637
1.9069,15.3050
1.9066,14.9981
1.9063,14.6912
1.9061,14.4147
1.9058,14.1381
1.9055,13.9526
1.9052,13.7671
1.9050,13.6424
1.9047,13.5176
1.9044,13.6661
1.9041,13.8145
1.9039,13.9383
1.9036,14.0621
1.9033,14.2769
1.9030,14.4918
1.9028,14.7190
1.9025,14.9461
1.9022,15.1733
1.9019,15.4005
1.9017,15.6077
1.9014,15.8150
1.9011,16.0223
1.9008,16.2295
1.9006,16.1836
1.9003,16.1376
1.9000,16.0348
1.8997,15.9319
1.8995,15.7181
1.8992,15.3221
1.8989,14.8161
1.8986,14.3101
1.8984,13.9332
1.8981,13.5562
1.8978,13.3917
1.8975,13.2271
1.8973,13.2296
1.8970,13.2320
1.8967,13.3369
1.8964,13.4418
1.8962,13.5662
1.8959,13.8727
1.8956,14.0370
1.8953,14.1102
1.8951,14.3371
1.8948,14.5640
1.8945,14.6941
1.8942,14.8243
1.8940,15.0360
1.8937,15.2477
1.8934,15.5504
1.8931,15.8532
1.8929,16.3030
1.8926,16.7528
1.8923,17.2481
1.8920,17.7434
1.8918,18.1128
1.8915,18.4821
1.8912,18.8629
1.8909,19.0615
1.8907,19.2260
1.8904,19.3905
1.8901,19.6005
1.8898,19.8105
1.8896,20.1514
1.8893,20.6744
1.8890,21.2013
1.8887,21.8191
1.8885,22.5841
1.8882,23.4400
1.8879,24.3301
1.8876,25.2203
1.8874,26.1520
1.8871,26.9016
1.8868,27.7138
1.8865,28.6171
1.8863,29.6190
1.8860,30.8031
1.8857,32.1142
1.8854,33.4254
1.8852,34.8598
1.8849,36.4764
1.8846,38.2561
1.8843,40.2180
1.8841,42.6465
1.8838,45.6214
1.8835,49.2489
1.8832,53.7870
1.8830,59.5534
1.8827,66.8375
1.8824,75.9960
1.8821,87.6434
1.8819,102.3299
1.8816,120.4767
1.8813,142.5239
1.8810,168.6384
1.8808,198.2341
1.8805,229.7117
1.8802,260.6505
1.8799,287.8862
1.8797,308.3721
1.8794,319.6913
1.8791,320.6373
1.8788,311.6881
1.8786,294.7886
1.8783,272.8504
1.8780,249.2352
1.8777,226.8949
1.8775,208.1476
1.8772,194.4389
1.8769,186.6947
1.8766,185.3247
1.8764,190.6077
1.8761,202.8720
1.8758,222.1176
1.8755,247.9802
1.8753,279.1432
1.8750,313.1595
1.8747,346.6293
1.8744,375.7891
1.8742,397.3932
1.8739,409.4665
1.8736,412.2061
1.8733,407.8431
1.8731,400.4068
1.8728,394.0025
1.8725,392.1056
1.8722,395.8545
1.8720,403.9116
1.8717,412.8794
1.8714,418.2958
1.8711,416.2453
1.8709,404.0492
1.8706,381.5937
1.8703,351.2007
1.8700,316.2549
1.8698,280.7357
1.8695,248.3125
1.8692,221.5275
1.8689,201.7238
1.8687,189.4059
1.8684,184.3121
1.8681,186.3058
1.8678,195.0380
1.8676,210.4298
1.8673,232.0745
1.8670,258.6819
1.8667,288.0211
1.8665,316.8898
1.8662,341.4483
1.8659,357.8039
1.8656,363.0501
1.8654,355.6090
1.8651,336.2086
1.8648,307.5126
1.8645,273.1708
1.8643,236.9889
1.8640,202.4460
1.8637,172.0464
1.8634,146.9282
1.8632,126.8639
1.8629,111.3526
1.8626,99.4912
1.8623,90.3616
1.8621,83.3530
1.8618,77.9835
1.8615,73.7750
1.8612,70.5984
1.8610,68.2206
1.8607,66.3891
1.8604,65.0964
1.8601,64.2286
1.8599,63.7137
1.8596,63.5023
1.8593,63.5717
1.8590,63.9447
1.8588,64.4798
1.8585,65.3185
1.8582,66.6959
1.8579,68.4983
1.8577,71.0519
1.8574,74.3947
1.8571,78.9516
1.8568,85.0262
1.8566,92.9755
1.8563,103.2923
1.8560,116.5838
1.8557,133.4569
1.8555,154.7199
1.8552,180.9002
1.8549,211.7017
1.8546,245.9635
1.8544,281.2620
1.8541,314.1930
1.8538,340.9167
1.8535,358.3524
1.8533,364.2879
1.8530,358.2642
1.8527,341.9204
1.8524,318.3525
1.8522,291.2885
1.8519,264.5279
1.8516,241.0607
1.8513,222.8749
1.8511,211.0027
1.8508,205.8688
1.8505,207.7922
1.8502,216.9396
1.8500,233.5444
1.8497,257.6161
1.8494,288.4415
1.8491,324.3055
1.8489,362.1348
1.8486,398.2037
1.8483,428.7863
1.8480,450.6877
1.8478,462.3456
1.8475,464.4724
1.8472,459.8078
1.8469,452.5327
1.8467,446.7754
1.8464,444.9639
1.8461,447.5309
1.8458,452.5869
1.8456,456.6584
1.8453,455.8125
1.8450,446.9382
1.8447,428.6544
1.8445,401.7730
1.8442,369.0031
1.8439,333.7367
1.8436,299.5022
1.8434,269.2000
1.8431,244.7864
1.8428,227.3616
1.8425,217.1609
1.8423,214.0250
1.8420,217.7488
1.8417,228.0442
1.8414,244.5924
1.8412,266.5538
1.8409,292.2184
1.8406,319.0668
1.8403,343.9118
1.8401,363.3843
1.8398,374.4186
1.8395,374.8216
1.8392,363.8725
1.8390,342.6656
1.8387,313.7490
1.8384,280.5070
1.8381,246.1116
1.8379,213.3438
1.8376,184.2792
1.8373,159.6538
1.8370,139.4599
1.8368,123.1522
1.8365,109.9405
1.8362,99.2330
1.8359,90.2860
1.8357,82.7542
1.8354,76.3758
1.8351,70.9612
1.8348,66.4571
1.8346,62.6766
1.8343,59.5638
1.8340,57.0277
1.8337,55.0380
1.8335,53.5112
1.8332,52.2879
1.8329,51.2126
1.8326,50.4408
1.8324,49.8596
1.8321,49.2785
1.8318,48.4925
1.8315,47.7065
1.8313,46.7346
1.8310,45.5805
1.8307,44.2557
1.8304,42.9309
1.8302,41.7302
1.8299,40.5294
1.8296,39.4292
1.8293,38.4200
1.8291,37.5788
1.8288,36.7375
1.8285,35.9475
1.8282,35.1574
1.8280,34.1777
1.8277,33.1979
1.8274,32.2637
1.8271,31.4205
1.8269,30.6921
1.8266,30.0548
1.8263,29.5332
1.8260,29.0116
1.8258,28.5622
1.8255,28.2645
1.8252,27.9916
1.8249,27.8097
1.8247,27.7141
1.8244,27.7702
1.8241,27.8473
1.8238,28.0154
1.8236,28.3438
1.8233,28.6722
1.8230,29.0290
1.8227,29.2341
1.8225,29.3482
1.8222,29.1890
1.8219,28.7700
1.8216,28.3509
1.8214,27.9337
1.8211,27.3647
1.8208,26.8412
1.8205,26.3177
1.8203,25.9517
1.8200,25.6767
1.8197,25.3563
1.8194,25.0358
1.8192,24.7779
1.8189,24.6111
1.8186,24.3532
1.8183,24.0953
1.8181,23.8459
1.8178,23.6877
1.8175,23.6754
1.8172,23.8150
1.8170,24.0591
1.8167,24.4550
1.8164,24.9116
1.8161,25.5200
1.8159,26.2043
1.8156,27.0403
1.8153,27.9256
1.8150,28.7199
1.8148,29.4734
1.8145,29.9537
1.8142,30.1153
1.8139,30.0645
1.8137,29.7916
1.8134,29.3670
1.8131,28.6750
1.8128,27.9829
1.8126,27.2059
1.8123,26.3379
1.8120,25.5666
1.8117,24.8864
1.8115,24.3674
1.8112,23.9395
1.8109,23.5230
1.8106,23.0154
1.8104,22.5457
1.8101,22.1671
1.8098,21.7715
1.8095,21.4669
1.8093,21.2704
1.8090,21.0739
1.8087,20.9761
1.8084,21.0908
1.8082,21.2220
1.8079,21.3533
1.8076,21.4978
1.8073,21.6424
1.8071,21.7139
1.8068,21.7854
1.8065,21.8227
1.8062,21.7690
1.8060,21.7366
1.8057,21.7953
1.8054,21.7459
1.8051,21.6964
1.8049,21.5702
1.8046,21.3528
1.8043,21.1013
1.8040,20.8499
1.8038,20.6155
1.8035,20.4723
1.8032,20.2778
1.8029,20.0833
1.8027,19.9078
1.8024,19.7323
1.8021,19.5056
1.8018,19.3699
1.8016,19.3390
1.8013,19.3082
1.8010,19.4443
1.8007,19.6714
1.8005,19.8056
1.8002,19.9398
1.7999,20.0341
1.7996,20.0374
1.7994,19.9823
1.7991,19.8360
1.7988,19.6443
1.7985,19.4525
1.7983,19.2627
1.7980,19.0728
1.7977,18.9740
1.7974,18.8752
1.7972,18.8352
1.7969,18.7953
1.7966,18.6035
1.7963,18.4118
1.7961,18.2323
1.7958,18.0529
1.7955,17.8792
1.7952,17.6144
1.7950,17.3042
1.7947,16.9940
1.7944,16.6782
1.7941,16.3623
1.7939,16.1005
1.7936,15.8387
1.7933,15.6794
1.7930,15.5200
1.7928,15.3834
1.7925,15.4289
1.7922,15.5238
1.7919,15.6187
1.7917,15.6082
1.7914,15.5978
1.7911,15.5380
1.7908,15.2962
1.7906,15.1381
1.7903,14.9800
1.7900,14.8561
1.7897,14.7322
1.7895,14.7667
1.7892,14.8013
1.7889,14.9268
1.7886,15.0524
1.7884,15.2386
1.7881,15.4249
1.7878,15.6226
1.7875,15.6381
1.7873,15.5360
1.7870,15.4339
1.7867,15.2711
1.7864,14.9262
1.7862,14.5967
1.7859,14.2671
1.7856,13.7744
1.7853,13.2817
1.7851,12.8459
1.7848,12.4101
1.7845,12.0654
1.7842,11.7206
1.7840,11.4679
1.7837,11.2152
1.7834,11.1142
1.7831,11.0133
1.7829,11.0764
1.7826,11.1395
1.7823,11.1116
1.7820,11.0837
1.7818,11.0572
1.7815,11.0307
1.7812,11.0497
1.7809,11.0687
1.7807,11.1077
1.7804,11.1466
1.7801,11.1856
1.7798,11.2245
1.7796,11.1857
1.7793,11.1469
1.7790,11.2181
1.7787,11.4714
1.7785,11.6915
1.7782,11.9116
1.7779,12.1887
1.7776,12.4657
1.7774,12.6344
1.7771,12.8031
1.7768,12.8808
1.7765,12.9585
1.7763,13.0674
1.7760,13.1764
1.7757,13.3764
1.7754,13.5764
1.7752,13.6845
1.7749,13.7925
1.7746,13.9916
1.7743,14.1906
1.7741,14.4959
1.7738,14.8013
1.7735,15.1976
1.7732,15.5940
1.7730,16.1460
1.7727,16.6981
1.7724,17.3716
1.7721,18.2271
1.7719,19.1700
1.7716,20.2950
1.7713,21.5262
1.7710,23.0609
1.7708,24.9808
1.7705,27.4470
1.7702,30.3836
1.7699,33.9881
1.7697,38.3552
1.7694,43.8757
1.7691,50.5496
1.7688,58.6198
1.7686,68.1284
1.7683,79.0333
1.7680,91.4180
1.7677,104.7132
1.7675,118.0767
1.7672,130.2868
1.7669,140.0990
1.7666,146.3295
1.7664,148.2726
1.7661,145.5412
1.7658,138.7653
1.7655,128.8934
1.7653,117.2761
1.7650,105.2339
1.7647,93.6926
1.7644,83.4260
1.7642,74.8395
1.7639,68.0134
1.7636,63.0010
1.7633,59.6276
1.7631,57.7909
1.7628,57.4718
1.7625,58.5945
1.7622,61.1135
1.7620,65.1482
1.7617,70.7007
1.7614,77.9984
1.7611,86.9352
1.7609,97.2910
1.7606,108.6788
1.7603,120.2943
1.7600,130.9992
1.7598,139.6001
1.7595,144.9836
1.7592,146.1935
1.7589,142.9719
1.7587,135.6943
1.7584,125.3206
1.7581,113.1257
1.7578,100.3845
1.7576,88.2390
1.7573,77.3683
1.7570,68.0836
1.7567,60.4379
1.7565,54.4389
1.7562,49.5934
1.7559,45.8785
1.7556,43.0742
1.7554,40.8812
1.7551,39.2346
1.7548,37.8915
1.7545,36.7306
1.7543,35.6872
1.7540,34.9474
1.7537,34.4201
1.7534,34.0749
1.7532,33.9384
1.7529,34.1054
1.7526,34.4848
1.7523,35.0464
1.7521,35.9154
1.7518,37.0878
1.7515,38.4044
1.7512,40.0246
1.7510,41.9930
1.7507,44.2649
1.7504,46.9466
1.7501,50.0533
1.7499,53.7442
1.7496,58.1030
1.7493,63.3571
1.7490,69.6433
1.7488,77.2119
1.7485,86.2981
1.7482,97.2738
1.7479,110.4957
1.7477,126.5594
1.7474,145.9620
1.7471,169.1588
1.7468,196.5443
1.7466,227.8873
1.7463,262.5692
1.7460,299.2810
1.7457,335.9928
1.7455,370.4964
1.7452,400.6898
1.7449,425.1199
1.7446,443.5400
1.7443,456.7451
1.7441,466.0042
1.7438,472.9413
1.7435,478.6035
1.7432,483.3476
1.7430,487.1811
1.7427,489.7473
1.7424,490.4316
1.7421,488.4878
1.7419,483.6907
1.7416,476.5565
1.7413,468.1474
1.7410,459.7763
1.7408,452.0729
1.7405,445.1663
1.7402,439.0489
1.7399,434.2765
1.7397,431.8717
1.7394,432.7830
1.7391,437.3974
1.7388,445.2709
1.7386,454.6622
1.7383,463.2035
1.7380,468.4060
1.7377,468.3041
1.7375,462.1923
1.7372,450.2299
1.7369,433.5930
1.7366,413.9322
1.7364,392.8752
1.7361,371.4197
1.7358,349.9643
1.7355,328.9594
1.7353,308.7438
1.7350,289.9205
1.7347,273.3434
1.7344,260.1849
1.7342,251.4580
1.7339,247.4358
1.7336,248.3308
1.7333,253.9171
1.7331,263.6920
1.7328,277.1398
1.7325,292.9551
1.7322,308.9222
1.7320,322.6432
1.7317,332.2209
1.7314,337.3670
1.7311,338.3092
1.7309,335.3055
1.7306,328.0447
1.7303,315.8666
1.7300,298.6006
1.7298,277.2673
1.7295,253.7068
1.7292,230.1463
1.7289,208.1807
1.7287,188.3398
1.7284,170.6729
1.7281,155.4950
1.7278,143.2196
1.7276,133.9189
1.7273,127.7597
1.7270,124.6966
1.7267,124.5635
1.7265,127.2836
1.7262,132.7962
1.7259,141.1621
1.7256,152.5936
1.7254,167.1211
1.7251,184.8737
1.7248,205.7224
1.7245,229.3784
1.7243,255.0378
1.7240,281.8733
1.7237,308.8910
1.7234,335.3357
1.7232,360.7484
1.7229,384.9698
1.7226,407.5521
1.7223,427.7517
1.7221,444.0053
1.7218,454.1048
1.7215,456.1303
1.7212,448.7843
1.7210,432.1501
1.7207,407.9504
1.7204,378.9548
1.7201,348.5837
1.7199,319.8518
1.7196,295.3313
1.7193,276.6994
1.7190,264.8704
1.7188,260.3869
1.7185,263.2945
1.7182,273.5475
1.7179,291.1887
1.7177,315.9326
1.7174,347.2404
1.7171,384.0725
1.7168,425.1124
1.7166,469.1268
1.7163,514.8032
1.7160,561.3900
1.7157,608.3214
1.7155,654.4634
1.7152,698.1318
1.7149,737.0043
1.7146,768.8993
1.7144,792.1133
1.7141,805.5535
1.7138,808.4915
1.7135,800.2680
1.7133,781.0566
1.7130,752.4661
1.7127,717.8656
1.7124,681.3680
1.7122,646.1452
1.7119,613.4266
1.7116,582.7113
1.7113,553.0657
1.7111,523.7237
1.7108,494.2679
1.7105,464.6299
1.7102,434.6049
1.7100,404.2763
1.7097,374.0996
1.7094,344.9548
1.7091,318.1871
1.7089,295.2440
1.7086,277.1194
1.7083,264.6405
1.7080,258.4258
1.7078,258.5852
1.7075,265.2100
1.7072,278.3303
1.7069,297.8129
1.7067,323.5483
1.7064,355.1950
1.7061,392.2446
1.7058,433.3463
1.7056,476.5728
1.7053,519.3820
1.7050,559.4593
1.7047,595.1657
1.7045,626.4406
1.7042,654.4828
1.7039,680.6432
1.7036,705.1758
1.7034,727.3409
1.7031,746.1140
1.7028,760.8198
1.7025,771.4938
1.7023,777.2505
1.7020,776.2081
1.7017,766.2419
1.7014,746.1414
1.7012,716.7528
1.7009,680.5727
1.7006,640.8109
1.7003,599.9307
1.7001,559.5969
1.6998,520.3407
1.6995,482.8449
1.6992,448.1189
1.6990,417.5816
1.6987,392.9329
1.6984,375.6297
1.6981,366.5606
1.6979,365.8083
1.6976,372.1739
1.6973,383.5781
1.6970,397.1033
1.6968,409.5964
1.6965,418.1284
1.6962,421.0148
1.6959,418.0951
1.6957,410.5010
1.6954,400.8959
1.6951,392.2015
1.6948,387.0585
1.6946,387.0754
1.6943,392.2449
1.6940,400.8746
1.6937,410.2361
1.6935,416.9871
1.6932,417.8799
1.6929,410.6988
1.6926,394.9504
1.6924,371.8566
1.6921,343.9442
1.6918,314.1498
1.6915,285.2148
1.6913,259.1331
1.6910,237.4298
1.6907,220.8866
1.6904,209.9777
1.6902,204.7145
1.6899,205.2488
1.6896,211.3074
1.6893,222.3170
1.6891,237.3941
1.6888,255.3015
1.6885,274.2410
1.6882,292.4975
1.6880,308.5079
1.6877,321.4526
1.6874,331.3013
1.6871,338.7227
1.6869,344.6263
1.6866,349.5056
1.6863,353.3529
1.6860,356.2857
1.6858,358.4294
1.6855,360.1273
1.6852,361.8251
1.6849,363.7509
1.6847,365.5855
1.6844,366.8264
1.6841,367.0353
1.6838,366.0737
1.6836,363.4730
1.6833,358.7324
1.6830,350.7744
1.6827,338.5280
1.6825,321.7286
1.6822,301.2716
1.6819,278.8113
1.6816,256.3700
1.6814,235.6892
1.6811,218.2486
1.6808,204.9967
1.6805,196.3862
1.6803,192.6928
1.6800,193.7953
1.6797,199.9365
1.6794,211.2832
1.6792,227.9115
1.6789,249.7832
1.6786,276.3293
1.6783,306.4050
1.6781,338.3626
1.6778,370.3278
1.6775,400.7753
1.6772,428.7718
1.6770,454.0364
1.6767,477.1536
1.6764,499.1174
1.6761,521.0620
1.6759,543.6743
1.6756,566.9164
1.6753,589.2479
1.6750,607.6260
1.6748,618.0515
1.6745,616.8820
1.6742,601.8107
1.6739,573.3279
1.6737,534.1002
1.6734,488.2402
1.6731,440.0126
1.6728,393.3672
1.6726,351.6391
1.6723,316.9225
1.6720,290.5228
1.6717,273.0017
1.6715,264.2830
1.6712,264.1922
1.6709,272.2968
1.6706,288.0467
1.6704,310.1708
1.6701,336.5519
1.6698,364.2079
1.6695,389.5778
1.6693,409.1807
1.6690,420.3301
1.6687,421.7058
1.6684,413.8465
1.6682,399.1273
1.6679,380.8037
1.6676,362.2980
1.6673,346.3330
1.6671,334.1926
1.6668,325.7477
1.6665,319.3061
1.6662,312.6254
1.6660,303.5772
1.6657,290.8563
1.6654,274.0680
1.6651,253.9551
1.6649,232.2031
1.6646,210.7091
1.6643,190.8542
1.6640,173.9663
1.6638,160.9030
1.6635,151.8387
1.6632,146.8417
1.6629,145.6369
1.6627,148.1352
1.6624,154.0103
1.6621,162.8600
1.6618,173.8307
1.6616,185.5906
1.6613,196.5005
1.6610,204.8001
1.6607,208.9925
1.6605,207.9035
1.6602,201.3053
1.6599,189.7898
1.6596,174.8559
1.6594,157.9186
1.6591,140.5336
1.6588,124.1806
1.6585,109.4932
1.6583,96.9306
1.6580,86.4244
1.6577,77.6787
1.6574,70.3634
1.6572,64.3230
1.6569,59.1855
1.6566,54.7158
1.6563,50.8229
1.6561,47.4763
1.6558,44.5319
1.6555,42.0124
1.6552,39.7851
1.6550,37.9827
1.6547,36.5085
1.6544,35.3379
1.6541,34.4332
1.6539,33.7411
1.6536,33.2576
1.6533,32.9258
1.6530,32.6852
1.6528,32.4445
1.6525,32.1469
1.6522,31.6976
1.6519,31.1904
1.6517,30.6832
1.6514,30.1210
1.6511,29.6498
1.6508,29.2204
1.6506,28.8820
1.6503,28.5437
1.6500,28.2964
1.6497,28.1916
1.6495,28.1779
1.6492,28.2192
1.6489,28.3515
1.6486,28.5038
1.6484,28.6561
1.6481,28.7685
1.6478,28.8809
1.6475,29.1176
1.6473,29.3543
1.6470,29.6213
1.6467,29.9794
1.6464,30.2968
1.6462,30.4623
1.6459,30.5444
1.6456,30.4140
1.6453,29.9387
1.6451,29.1296
1.6448,28.0359
1.6445,26.8512
1.6442,25.7043
1.6440,24.6486
1.6437,23.6763
1.6434,22.8558
1.6431,22.2961
1.6429,21.9489
1.6426,21.8351
1.6423,21.8123
1.6420,21.9564
1.6418,22.1006
1.6415,22.4629
1.6412,22.8252
1.6409,23.2171
1.6407,23.6091
1.6404,23.9517
1.6401,24.2033
1.6398,24.2633
1.6396,24.1715
1.6393,23.9108
1.6390,23.4984
1.6387,23.0395
1.6385,22.5806
1.6382,22.2735
1.6379,22.0575
1.6376,21.9533
1.6374,21.8492
1.6371,21.7052
1.6368,21.5613
1.6365,21.4335
1.6363,21.3058
1.6360,21.1326
1.6357,20.9593
1.6354,20.7661
1.6352,20.5729
1.6349,20.3342
1.6346,20.0955
1.6343,19.9581
1.6341,19.8206
1.6338,19.6832
1.6335,19.5457
1.6332,19.5079
1.6330,19.4700
1.6327,19.5232
1.6324,19.5764
1.6321,19.5725
1.6319,19.5686
1.6316,19.4736
1.6313,19.3786
1.6310,19.3291
1.6308,19.2796
1.6305,19.2301
1.6302,19.1807
1.6299,19.2187
1.6297,19.2567
1.6294,19.2891
1.6291,19.3214
1.6288,19.3101
1.6286,19.2078
1.6283,19.0618
1.6280,18.8247
1.6277,18.7049
1.6275,18.6761
1.6272,18.5904
1.6269,18.5047
1.6266,18.3526
1.6264,18.2005
1.6261,18.0541
1.6258,17.9077
1.6255,17.7841
1.6253,17.7515
1.6250,17.9162
1.6247,18.2327
1.6244,18.5653
1.6242,18.8979
1.6239,19.3918
1.6236,19.8857
1.6233,20.4230
1.6231,20.9604
1.6228,21.4428
1.6225,21.9251
1.6222,22.4331
1.6220,22.7893
1.6217,23.1266
1.6214,23.4638
1.6211,23.5781
1.6209,23.4800
1.6206,23.3230
1.6203,23.0143
1.6200,22.6449
1.6198,22.4272
1.6195,22.3632
1.6192,22.4510
1.6189,22.7378
1.6187,23.0246
1.6184,23.3095
1.6181,23.7766
1.6178,24.3840
1.6176,24.9914
1.6173,25.7620
1.6170,26.5326
1.6167,27.5260
1.6165,28.5195
1.6162,29.6951
1.6159,31.0528
1.6156,32.5547
1.6154,34.2387
1.6151,36.1049
1.6148,37.9710
1.6145,39.9943
1.6143,42.0175
1.6140,44.3139
1.6137,47.1567
1.6134,50.8531
1.6132,55.5816
1.6129,61.8581
1.6126,70.3808
1.6123,81.9558
1.6121,97.2339
1.6118,116.6477
1.6115,140.1289
1.6112,165.8372
1.6110,189.9064
1.6107,207.0019
1.6104,212.2597
1.6101,203.6747
1.6099,183.9804
1.6096,158.7883
1.6093,133.5963
1.6090,111.4775
1.6088,93.4260
1.6085,79.2712
1.6082,68.2124
1.6079,59.5193
1.6077,52.8294
1.6074,47.6725
1.6071,43.6689
1.6068,40.6632
1.6066,38.4467
1.6063,36.5679
1.6060,34.9926
1.6057,33.7185
1.6055,32.4443
1.6052,31.2992
1.6049,30.3362
1.6046,29.4794
1.6044,28.6227
1.6041,27.9898
1.6038,27.3568
1.6035,27.0578
1.6033,26.7588
1.6030,26.5508
1.6027,26.3429
1.6024,26.2468
1.6022,26.1508
1.6019,26.0434
1.6016,26.1181
1.6013,26.2113
1.6011,26.3045
1.6008,26.4205
1.6005,26.5365
1.6002,26.7568
1.6000,27.1593
1.5997,27.7438
1.5994,28.3284
1.5991,29.0088
1.5989,29.8713
1.5986,31.0107
1.5983,32.3323
1.5980,34.0447
1.5978,36.1820
1.5975,38.6305
1.5972,41.6253
1.5969,45.1485
1.5967,49.0967
1.5964,53.5382
1.5961,58.5260
1.5958,64.2385
1.5956,70.9830
1.5953,79.3894
1.5950,90.1633
1.5947,104.3576
1.5945,123.2264
1.5942,148.3631
1.5939,181.2096
1.5936,222.4753
1.5934,270.6008
1.5931,320.7524
1.5928,364.5299
1.5925,392.2832
1.5923,397.1501
1.5920,378.4136
1.5917,341.5258
1.5914,295.6192
1.5912,249.7126
1.5909,209.7971
1.5906,178.0769
1.5903,154.2239
1.5901,136.9879
1.5898,125.0410
1.5895,117.1615
1.5892,112.6587
1.5890,111.2520
1.5887,112.9337
1.5884,117.9543
1.5881,126.6759
1.5879,140.0719
1.5876,158.9694
1.5873,184.2411
1.5870,216.3992
1.5868,254.4459
1.5865,295.2850
1.5862,333.8780
1.5859,364.3411
1.5857,381.8737
1.5854,384.3434
1.5851,371.5757
1.5848,345.1643
1.5846,308.7363
1.5843,267.7401
1.5840,227.6545
1.5837,192.5214
1.5835,163.7625
1.5832,141.0666
1.5829,123.5308
1.5826,110.0624
1.5824,99.8114
1.5821,92.0266
1.5818,86.1237
1.5815,81.5639
1.5813,78.0362
1.5810,75.1914
1.5807,72.7716
1.5804,70.7577
1.5802,69.0473
1.5799,67.7316
1.5796,66.8408
1.5793,66.2627
1.5791,65.9881
1.5788,66.0473
1.5785,66.4102
1.5782,66.9437
1.5780,67.6594
1.5777,68.6938
1.5774,70.1531
1.5771,72.1816
1.5769,75.2420
1.5766,79.9036
1.5763,86.5686
1.5760,95.8249
1.5758,108.5415
1.5755,125.3255
1.5752,146.2982
1.5749,170.3923
1.5747,194.7901
1.5744,214.8017
1.5741,225.2825
1.5738,223.2652
1.5736,210.0172
1.5733,190.3116
1.5730,169.5739
1.5727,151.5330
1.5725,137.6808
1.5722,128.2147
1.5719,122.6944
1.5716,120.5359
1.5714,121.4733
1.5711,125.5523
1.5708,132.8488
1.5705,143.8276
1.5703,159.3595
1.5700,180.6812
1.5697,209.4698
1.5694,247.8197
1.5692,297.7646
1.5689,360.5717
1.5686,435.3380
1.5683,517.6746
1.5681,598.9791
1.5678,667.5733
1.5675,711.7026
1.5672,723.0543
1.5670,699.9852
1.5667,647.7543
1.5664,575.6722
1.5661,494.9212
1.5659,415.5665
1.5656,344.8018
1.5653,286.1177
1.5650,239.9088
1.5648,204.6878
1.5645,178.3375
1.5642,158.9685
1.5639,145.1722
1.5637,135.9289
1.5634,130.7074
1.5631,129.0676
1.5628,131.0056
1.5626,136.7682
1.5623,146.7727
1.5620,161.6944
1.5617,181.9480
1.5615,206.7545
1.5612,233.0939
1.5609,255.8517
1.5606,268.4448
1.5604,266.1648
1.5601,249.0573
1.5598,221.8117
1.5595,191.4958
1.5593,163.3045
1.5590,139.6814
1.5587,120.8541
1.5584,106.0335
1.5582,94.4304
1.5579,85.3465
1.5576,78.2660
1.5573,72.7390
1.5571,68.6083
1.5568,65.6083
1.5565,63.6403
1.5562,62.4349
1.5560,61.7759
1.5557,61.5418
1.5554,61.6113
1.5551,62.0459
1.5549,62.7841
1.5546,63.7954
1.5543,65.1103
1.5540,66.6870
1.5538,68.5672
1.5535,71.1076
1.5532,74.0730
1.5529,77.5338
1.5527,81.7838
1.5524,87.0279
1.5521,93.6683
1.5518,102.1867
1.5516,113.3156
1.5513,127.6846
1.5510,146.3639
1.5507,170.0590
1.5505,199.1570
1.5502,232.9901
1.5499,269.5550
1.5496,305.2510
1.5494,335.5442
1.5491,355.9042
1.5488,362.2411
1.5485,352.2262
1.5483,326.7312
1.5480,290.8250
1.5477,251.8229
1.5474,215.9015
1.5472,186.1115
1.5469,163.0068
1.5466,145.9121
1.5463,133.8077
1.5461,125.8920
1.5458,121.4138
1.5455,120.2745
1.5452,122.4778
1.5450,128.2628
1.5447,138.4415
1.5444,154.1445
1.5441,176.7606
1.5439,207.9362
1.5436,248.4456
1.5433,297.1503
1.5430,349.4822
1.5428,396.7755
1.5425,428.1030
1.5422,433.9944
1.5419,411.6135
1.5417,366.5891
1.5414,310.2885
1.5411,254.5343
1.5408,206.5732
1.5406,168.5073
1.5403,139.4791
1.5400,117.3108
1.5397,100.3506
1.5395,87.3365
1.5392,77.3880
1.5389,69.6856
1.5386,63.5692
1.5384,58.7276
1.5381,54.8043
1.5378,51.6701
1.5375,48.9988
1.5373,46.7524
1.5370,45.0448
1.5367,43.7622
1.5364,42.9463
1.5362,42.5553
1.5359,42.2933
1.5356,42.2134
1.5353,42.0459
1.5351,41.6962
1.5348,40.9900
1.5345,39.8587
1.5342,38.5814
1.5340,37.1220
1.5337,35.5545
1.5334,34.0780
